1	Dvuvrn	4	3	1972	8928063	
1	Xovrg	22	11	1962	2051706	
1	Mbxpj	24	7	1971	4121370	
1	Idkaax	11	8	2000	5183432	
1	Oglovc	20	12	1990	331606	
1	Ajnalcb	5	7	1977	1755460	
1	Kaelqjo	9	3	1960	4048611	
1	Tysjmike	7	2	1973	7896438	
1	Cajdazk	9	5	1989	5156578	
1	Wlxdv	15	8	2000	678759	
1	Qpjqws	8	12	1985	3265102	
1	Gfgwhzr	18	4	1996	3788048	
1	Aqwfy	16	4	2000	7523392	
1	Afiyyi	20	12	1976	7258693	
1	Zbccd	5	3	1963	2088950	
1	Rnwmzly	14	1	1984	3354609	
1	Aofboe	8	10	1980	9968748	
1	Rhajy	12	6	1974	2391861	
1	Azekbw	6	1	1972	9782482	
1	Emexpewm	16	5	1986	6417374	
1	Tomfqq	3	7	1965	2135414	
1	Gidny	2	11	1969	4207309	
1	Vjprlnv	1	10	1992	870864	
1	Gpzwhfxx	24	2	1980	3825867	
1	Fcxrxoe	24	1	1992	6701315	
1	Ckthqnc	5	9	1967	5457999	
1	Phnovvr	12	2	1969	9523548	
1	Uwjbxnh	7	10	1981	75974	
1	Yhksr	21	8	1971	9806569	
1	Fqjhg	28	5	1980	8027854	
1	Zqcgaq	22	12	1987	8587966	
1	Pdfzjkbg	2	9	2001	9872954	
1	Cizhz	23	3	1985	1655362	
1	Qyzhasnq	6	7	1993	5716372	
1	Ymzodv	11	1	1985	4894000	
1	Eroiefi	26	7	1995	134318	
1	Rwglu	12	4	1979	9316993	
1	Trltlh	20	8	1990	9235977	
1	Wfavcxk	27	12	1989	6997138	
1	Spapft	8	8	1978	7333750	
1	Clienglf	23	5	1960	399035	
1	Akwngv	9	7	1967	2205362	
1	Btdvoii	24	5	1981	4756202	
1	Xpvrj	20	5	1973	8706861	
1	Rgyxym	4	2	1990	7351087	
1	Dzium	21	7	2000	8339617	
1	Xlszk	6	10	1990	3248780	
1	Ubckb	1	9	1988	4032479	
1	Nbrdjt	24	10	1974	5006722	
1	Vnacz	10	5	1974	6367074	
1	Esyqe	7	10	1961	1956171	
1	Ryjpm	18	2	1976	2467776	
1	Sztyjc	23	5	1987	854426	
1	Gtjxnl	27	9	1992	8036356	
1	Aejuubq	5	9	2001	7993365	
1	Wncwfn	1	7	1997	77480	
1	Kfuiqeld	28	9	1979	3920151	
1	Nahgg	9	7	1968	8140779	
1	Fmpbce	7	2	1996	3793237	
1	Dhvjt	23	8	1985	1343310	
1	Ignuugpi	6	3	1978	3601722	
1	Qpxfedi	21	5	1994	5208452	
1	Cbabe	18	3	1983	1944862	
1	Xiaocqwy	11	8	1983	1524625	
1	Udzvgu	28	5	1982	8618080	
1	Cbyqqywe	23	9	1990	3312372	
1	Ifgnb	28	8	1994	8388049	
1	Oykzt	1	4	1980	1144172	
1	Aoskgqgg	15	9	1972	3256523	
1	Pspcfqhd	27	9	1973	831064	
1	Vqbdb	16	3	1985	8016857	
1	Qhhie	16	10	1969	752393	
1	Zilwa	10	5	1980	2085422	
1	Mjvmmj	15	4	1973	6445022	
1	Sezweme	11	6	1994	9902503	
1	Hbsemy	19	3	1999	3901982	
1	Owcsgh	26	2	1985	8920067	
1	Fzzyns	23	5	2001	299884	
1	Qgtidj	19	6	1971	2276564	
1	Dlyqmgo	1	12	1983	3805028	
1	Gpijtyxh	5	5	1973	7293634	
1	Brmgw	3	2	1970	8722041	
1	Quiuis	17	5	1961	8738688	
1	Bmjcrajz	5	11	1995	1185549	
1	Gouetb	9	8	1997	2759375	
1	Rwmcggtb	2	8	1968	7227433	
1	Mjbqk	15	11	1990	8284415	
1	Ylbfn	20	11	1963	5529201	
1	Pnvduey	26	12	1994	6058992	
1	Djqyy	20	1	1979	9868567	
1	Bcrtvibz	2	8	1968	6827822	
1	Frbftrdb	4	10	1988	2709282	
1	Flsbwc	5	1	1964	1491169	
1	Lngpq	17	4	1981	9095077	
1	Kbqczrer	9	9	2000	7238912	
1	Bhdoesxe	3	3	1974	6043749	
1	Kdfibe	21	6	1969	9898805	
1	Ejgpb	13	1	1987	2976228	
1	Uuujax	16	10	1968	2189532	
1	Bmzxqyhx	2	10	1987	417454	
1	Vwgxe	16	1	1981	5981810	
1	Jpjlpvk	14	1	1972	4369342	
1	Xmzje	13	2	1990	6517261	
1	Gpugg	16	3	1984	487719	
1	Ywlaag	8	5	1985	68290	
1	Llqfdzqy	22	2	1962	6873648	
1	Osxmslls	10	8	1961	2137776	
1	Kkbdtcj	3	6	1984	2456446	
1	Zaebavs	18	8	1972	158575	
1	Jioeme	26	3	1971	7858994	
1	Ocnphr	16	12	1996	791430	
1	Jfgiyg	22	10	1977	5122324	
1	Vqkjnpj	22	4	1962	4303974	
1	Spuxjit	7	6	1998	2190335	
1	Iumppz	8	1	1973	5616002	
1	Jjknbaqj	6	11	1992	8492990	
1	Vkoykl	6	7	1977	8106993	
1	Rmswk	18	1	1970	5293553	
1	Rjszxx	25	9	1975	7768005	
1	Ursvvvue	7	6	1968	2510111	
1	Haiysit	9	3	1960	980075	
1	Rmtpbckc	7	1	1963	3850637	
1	Vrtjgz	24	3	1982	9282280	
1	Yligi	3	2	1979	9781066	
1	Bparwwg	3	7	1980	3645189	
1	Yeocex	3	9	1970	2280549	
1	Grfzg	19	10	1961	4991773	
1	Hrqjw	14	11	1975	569314	
1	Niywg	27	12	1981	7599623	
1	Pqvqveh	17	8	1963	4547117	
1	Dgpsny	12	1	1969	260730	
1	Tluwwdkj	24	6	1983	614573	
1	Iyblqv	23	2	1992	7373709	
1	Uomebkw	8	7	1995	8804316	
1	Mfzgoyw	5	6	1978	6365011	
1	Ublyki	17	8	1963	4243590	
1	Wgtndd	17	1	1967	3348464	
1	Rkopb	7	10	1960	3390223	
1	Uhsncwk	20	9	1978	3584527	
1	Qachi	12	2	1974	1221212	
1	Sggceknq	24	1	1961	2386034	
1	Tisti	17	4	1985	7524655	
1	Xlcejc	16	5	1985	3728446	
1	Rofwfj	11	6	1978	4018310	
1	Uuzake	19	9	1960	5465808	
1	Etzwncia	21	4	1996	9486075	
1	Rlaytewy	16	9	1968	6638336	
1	Iuzraed	11	3	1979	9552846	
1	Maice	2	5	1978	9310303	
1	Smintgah	8	5	1981	7550043	
1	Lewxr	23	10	1977	7138063	
1	Gqjvl	4	8	1977	2607889	
1	Qxsoheld	15	2	1969	8363313	
1	Xgrnbh	17	2	1989	2633893	
1	Stdwstsp	20	11	1978	6473844	
1	Wtttjdr	6	1	1963	5198086	
1	Pdfkzgxe	10	12	1999	4728210	
1	Ojgqsz	14	8	1991	6735004	
1	Omydq	5	10	1975	3021681	
1	Cdfsie	28	3	1961	7736539	
1	Hwoqac	2	10	1960	2117045	
1	Gstzdjq	5	5	1988	4010069	
1	Zwccae	24	12	1994	1344288	
1	Zvwhwiva	14	10	1968	9657391	
1	Jmuujid	14	10	1963	1791717	
1	Tsysx	6	6	1988	5451729	
1	Mbyvcvtp	18	12	1968	2246924	
1	Mdaetq	8	7	1969	3809584	
1	Sccoj	27	4	2001	7148754	
1	Mjusa	10	12	1982	9545998	
1	Mxmaig	11	7	1962	9579445	
1	Udocxen	20	2	1982	5851710	
1	Hubuo	10	3	1967	4195329	
1	Rcxkjh	4	7	1987	4851657	
1	Opwtfppv	7	3	1999	132551	
1	Xuifaaf	16	7	1990	5873262	
1	Bfyxx	3	6	2000	3119998	
1	Tucrauht	12	11	1992	3087976	
1	Dlxxuk	7	12	1980	1832897	
1	Shrhx	3	9	1962	4747604	
1	Fizzfmxf	15	2	1987	9243987	
1	Knowxa	7	9	1974	7934161	
1	Yrhagt	13	11	1981	2478471	
1	Lhuublea	13	3	1985	1521136	
1	Rwzwixx	28	9	1988	9072091	
1	Llehqm	12	1	2000	4881243	
1	Hgkhbpw	23	10	1978	8390249	
1	Gkpbsb	11	2	1992	5074231	
1	Mavcp	1	3	1994	9079916	
1	Fbsbahx	19	3	1961	1885440	
1	Ijxrw	7	12	1994	5552488	
1	Ewyhmzk	27	2	1991	9804788	
1	Zvwoajmm	4	10	1997	7859981	
1	Sqgkkpx	5	6	1975	4383107	
1	Aibhez	17	1	1988	3289430	
1	Zcqzawhd	10	5	1965	868247	
1	Qztffy	11	8	1995	2018321	
1	Zcgazbr	23	4	1994	8674142	
1	Dfmghbmw	12	4	1963	2707924	
1	Mnfvgm	25	4	1994	6812453	
1	Garlf	5	9	1973	3518273	
1	Olqvi	26	11	1994	1018610	
1	Deswojv	3	9	1972	5559262	
1	Qptlnqvq	17	9	1966	9824302	
1	Qcbib	7	5	1989	6680869	
1	Syngneab	10	12	2000	6373081	
1	Xsiimwx	4	1	1997	7609218	
1	Piiyjr	22	9	1981	4895688	
1	Kammczow	25	5	1987	4295683	
1	Salcy	14	6	2001	9621493	
1	Wsffi	6	1	1979	6754928	
1	Qxzbex	5	8	1975	3189127	
1	Htuhlg	26	6	1985	6514561	
1	Olaxva	20	10	2001	4923259	
1	Doingla	25	6	1988	8180479	
1	Ydrtcbww	5	8	1993	9774165	
1	Ewtupbfl	9	7	1986	1529350	
1	Cuibrek	3	1	1992	5299771	
1	Dhxwtds	3	1	1966	4717508	
1	Gphiplm	22	10	1992	1094014	
1	Ejxgrawv	16	11	1989	7838011	
1	Nyulahz	3	5	1970	6470193	
1	Viilk	28	10	1979	5272987	
1	Deqqwl	5	12	1989	3809316	
1	Sqscq	5	5	1960	7647018	
1	Fntdg	14	10	1986	7661167	
1	Qgfra	23	2	1977	7352831	
1	Detnb	17	7	1979	1585630	
1	Kqoeil	14	8	1962	3719443	
1	Vqaxyz	10	12	1999	1004160	
1	Xtjxei	11	3	1981	947784	
1	Rocyxpql	24	11	1967	2506742	
1	Ixgeez	1	11	1991	5294679	
1	Mugubsm	17	1	1961	9769536	
1	Zxgwwi	18	7	1998	5191552	
1	Oxxgbcfa	15	6	1960	8689493	
1	Oefvp	3	6	1996	531880	
1	Sptitun	3	1	1987	4229819	
1	Sotkmn	1	2	1999	5748623	
1	Lsewr	14	11	2001	1143664	
1	Vtowy	27	1	1982	9041886	
1	Dmhpbgoc	4	12	1964	1436271	
1	Lptbad	7	9	1960	6113607	
1	Khoweq	15	8	1988	5234820	
1	Keinoiv	15	12	1984	6457628	
1	Qnwcq	27	12	1995	491711	
1	Swtsa	18	6	1985	9800676	
1	Aeiii	25	8	1997	8040371	
1	Sflggd	24	4	1981	6961348	
1	Qfnfa	14	7	1990	7530871	
1	Dxkss	3	2	1982	3111307	
1	Pelfel	19	4	1975	5011966	
1	Kywfpuwx	11	5	1997	7119307	
1	Mhnnd	1	10	1989	8470907	
1	Dttibr	6	9	1975	7875512	
1	Cfirwxl	22	7	1992	1271903	
1	Pnfuoco	27	7	1988	8132186	
1	Lrzuahj	11	3	1984	1542692	
1	Xivjkpvz	19	5	1966	6824287	
1	Bhclo	12	6	1968	3973166	
1	Ivzjwf	21	10	1981	1966056	
1	Wlhqhx	6	9	1967	9363148	
1	Vmxeyw	17	11	1964	4569571	
1	Jljkgd	25	11	1966	574445	
1	Hnfkcox	9	5	1964	5253965	
1	Vpcwl	4	6	1991	2618442	
1	Cobjddck	13	6	2001	9504963	
1	Oyttn	28	10	1965	2751517	
1	Dxiiab	5	3	1984	2968806	
1	Veykegpp	12	2	1966	6114282	
1	Iadry	1	3	1976	6201574	
1	Sazbvsp	1	2	1992	3331979	
1	Qmblz	10	11	1994	9432471	
1	Tvruxp	9	4	1984	924363	
1	Fkhnbta	26	7	1991	6133915	
1	Zwalumg	17	6	1983	1171989	
1	Mcafonhn	25	6	1987	7214816	
1	Jserkb	1	8	1971	7953031	
1	Odsjtfvf	6	7	1972	9830663	
1	Qjoha	2	8	1960	5791070	
1	Lvhug	3	7	1997	6223051	
1	Akmjjk	13	4	1960	9561730	
1	Zhnnxa	12	11	1968	7675668	
1	Nauxwet	18	1	1986	9663395	
1	Gvyel	25	1	1987	1456528	
1	Nmilnq	2	7	1992	607907	
1	Tzssniv	5	11	2000	3523879	
1	Komdbkbg	19	11	1971	1542296	
1	Uvnkz	27	2	1993	5740812	
1	Vgfjam	14	8	1997	7424014	
1	Ozigtme	12	2	1977	3696016	
1	Zkszqd	20	8	1999	2491938	
1	Nzmsl	21	10	1975	3525778	
1	Jyemn	12	1	1961	2242817	
1	Aengd	6	11	1970	7919839	
1	Mmmwnxuo	16	10	1968	7947051	
1	Yplopqs	14	10	1980	9875215	
1	Sypfx	21	9	1977	1167091	
1	Baudwi	21	11	1964	7811815	
1	Gcfneqkz	16	5	1998	180248	
1	Fztvxncc	8	12	1995	7844617	
1	Xtphlhi	14	1	1966	5082924	
1	Fdrwu	16	12	1962	6702296	
1	Wohxd	22	4	1978	1613234	
1	Cuzrkq	5	5	1989	513466	
1	Yszqokwg	6	11	1961	1540722	
1	Wpmrx	10	11	1975	5329347	
1	Bkylftt	23	10	2001	557267	
1	Nebiyoc	26	1	1987	2144708	
1	Yvxbmnp	20	3	2000	5044317	
1	Kovbyr	9	8	1992	962157	
1	Wzbvef	24	5	1982	2749484	
1	Wgasmfwn	21	8	1969	7666911	
1	Fdadq	24	8	1982	2471411	
1	Jvjzo	13	6	1965	2785610	
1	Spvnmzxu	25	2	1964	5730211	
1	Izhag	2	11	1978	9889310	
1	Iockwcw	27	11	1965	3198216	
1	Hvwip	8	2	1967	9383680	
1	Halzwzab	16	6	1972	5391850	
1	Fuihlmtp	15	12	1979	3253781	
1	Pcfokzg	27	6	1984	2535732	
1	Rejgr	15	10	1983	5690636	
